"","Season","TeamID","PPG","FGP","TPP","FTP","ORPG","DRPG","APG","TOPG","SPG","BPG","PFPG","PCT"
"3791",2007,1372,63.961538,0.440395,0.367876,0.699612,10,21.5,12.615385,14.846154,7.115385,2,18.961538,0.461538
"3792",2008,1372,65.814815,0.449704,0.381974,0.679078,10.222222,22.888889,12.481481,11.962963,5.666667,3.259259,17.111111,0.814815
"3793",2009,1372,64.076923,0.430063,0.317982,0.661253,9.230769,24.807692,12.269231,12.076923,5.615385,3.192308,18.538462,0.740741
"3794",2010,1372,64.448276,0.448457,0.358166,0.705224,11.655172,21,13.103448,12.275862,6.517241,1.827586,18.034483,0.689655
"3795",2011,1372,62.56,0.447738,0.313916,0.715247,11.44,21.92,14.32,14.16,6.28,1.08,17.6,0.56
"3796",2012,1372,59.178571,0.445007,0.278788,0.621521,10.892857,23.464286,13.535714,13.5,6.285714,2.714286,16.857143,0.571429
"3797",2013,1372,63.148148,0.46711,0.330247,0.601802,10.851852,24.666667,14.962963,12.740741,7.111111,3.777778,16.111111,0.851852
"3798",2014,1372,75.83871,0.461407,0.351823,0.711457,13,20.612903,16.419355,10.967742,7.032258,3.16129,20.903226,0.935484
"3799",2015,1372,78.966667,0.492736,0.381271,0.731812,12,22.366667,17.666667,13.833333,7.233333,3.366667,21.666667,0.866667
"3800",2016,1372,79.535714,0.486553,0.37479,0.743682,11.035714,22.75,18.357143,12.571429,8.357143,3.285714,20.928571,0.821429
"3801",2017,1372,68.310345,0.441424,0.314885,0.70625,11.517241,22.931034,12.137931,17.068966,6.793103,2.896552,21.517241,0.517241
"3802",2003,1373,75.241379,0.4328,0.357143,0.720899,14.62069,24.965517,14.137931,16,7.103448,3.275862,20.793103,0.655172
"3803",2004,1373,69.033333,0.405361,0.322718,0.679627,15.866667,25.066667,14.533333,14.933333,6.733333,3.2,20.766667,0.466667
"3804",2005,1373,64.066667,0.375496,0.287781,0.698333,13.733333,23.566667,11.866667,15.333333,7.033333,2.033333,22.233333,0.2
"3805",2006,1373,74.428571,0.426724,0.377551,0.759171,10.928571,22.892857,13.821429,13.25,8.178571,2.178571,15.75,0.535714
"3806",2007,1373,76.15625,0.475427,0.340541,0.696429,10.75,24.5,15.125,13.4375,7.625,2.84375,16.9375,0.625
"3807",2008,1373,76.8125,0.45092,0.382906,0.68314,11.71875,22.1875,14.5,11.09375,9.4375,3.59375,15.4375,0.6875
"3808",2009,1373,77.666667,0.473214,0.335294,0.662107,12.181818,23.818182,15.272727,13.060606,8.848485,4.69697,14.757576,0.787879
"3809",2010,1373,75.454545,0.458544,0.323045,0.669677,12.939394,25.393939,14.454545,12.242424,8.818182,3.575758,13.787879,0.818182
"3810",2011,1373,67.83871,0.413905,0.334029,0.679092,13.967742,24.193548,12.193548,14.322581,6.612903,3.741935,16.645161,0.419355
"3811",2012,1373,63.709677,0.42435,0.306723,0.679931,11.387097,24.709677,12.612903,14.096774,5.806452,3.419355,13.935484,0.451613
"3812",2013,1373,60.03125,0.404047,0.336976,0.672026,10.90625,22.90625,10.34375,15.3125,5.625,2.75,15.65625,0.25
"3813",2014,1373,69.90625,0.421024,0.324009,0.71875,14.09375,23.71875,13.6875,14.15625,5.875,4.59375,22.96875,0.46875
"3814",2015,1373,69.806452,0.430876,0.331878,0.709766,12.741935,20.258065,13.258065,12.548387,7.516129,3.580645,20.935484,0.354839
"3815",2016,1373,78.151515,0.464636,0.364602,0.723485,13.606061,26.878788,14.454545,15.969697,6.121212,4.575758,21.121212,0.636364
"3816",2017,1373,74.970588,0.451986,0.327465,0.710692,12.647059,25.117647,13.529412,14,5.852941,4.117647,19.647059,0.5
"3817",2003,1374,72.833333,0.433777,0.308688,0.710562,12.966667,24.3,12.9,15.8,7.8,4.966667,18.7,0.566667
"3818",2004,1374,64.566667,0.431238,0.323529,0.671587,10.666667,20.966667,12.466667,14.6,7.5,2.933333,15.833333,0.4
"3819",2005,1374,69.259259,0.449935,0.339506,0.697588,12.555556,21.851852,13.296296,13.777778,8.592593,3.296296,17.925926,0.481481
"3820",2006,1374,65.571429,0.428292,0.305239,0.70674,12.464286,23.964286,12.857143,15.964286,7.678571,4.642857,18.892857,0.428571
"3821",2007,1374,61.724138,0.416725,0.348797,0.699463,11.344828,22.517241,12.310345,16.034483,5.931034,3.724138,17,0.413793
"3822",2008,1374,63.275862,0.418936,0.336937,0.667917,9.793103,23.241379,12.896552,16.137931,6,4.034483,17.724138,0.310345
"3823",2009,1374,63.62069,0.429752,0.355556,0.645621,11.965517,23.068966,10.793103,15,5.862069,3.586207,17.793103,0.275862
"3824",2010,1374,65.758621,0.456128,0.354037,0.706468,9.931034,22.793103,10.482759,13.655172,5.551724,2.37931,17.103448,0.413793
"3825",2011,1374,64.5,0.481623,0.39254,0.744875,6.285714,20.678571,14.035714,13.892857,6.285714,2.821429,16.642857,0.5
"3826",2012,1374,58.466667,0.414737,0.337296,0.676471,7.5,20.133333,11.6,12.7,6.766667,2.266667,17,0.366667
"3827",2013,1374,63.967742,0.444656,0.346032,0.74375,10.709677,22.967742,11.709677,14.677419,6.774194,4.096774,17.612903,0.451613
"3828",2014,1374,71.375,0.486858,0.372449,0.683715,10.625,25.625,15.21875,13.6875,7.5,4.59375,19.40625,0.71875
"3829",2015,1374,69.645161,0.486742,0.36612,0.7,11.129032,25.032258,15.774194,12.645161,6.935484,3.967742,16.225806,0.8125
"3830",2016,1374,77.3,0.496815,0.419913,0.700342,13.2,26.233333,17.6,12.4,6.066667,4.566667,15.733333,0.833333
"3831",2017,1374,74.636364,0.472906,0.402715,0.695394,12.090909,26.393939,16.424242,10.939394,5.848485,3.363636,14.393939,0.882353
"3832",2003,1375,70.346154,0.433937,0.357914,0.692784,10.769231,19.807692,12.461538,12.769231,8.346154,1.076923,18.5,0.461538
"3833",2004,1375,65.5,0.416892,0.342373,0.649635,12.230769,19.615385,10.846154,13.653846,6.884615,1.807692,20.461538,0.384615
"3834",2005,1375,60.56,0.410277,0.345098,0.647173,9.84,21.72,10.6,16.32,7.08,2.8,20.12,0.28
"3835",2006,1375,74.103448,0.454159,0.365243,0.704348,11.172414,22.758621,14.172414,13.241379,8.482759,1.310345,18.724138,0.793103
"3836",2007,1375,70.206897,0.439729,0.358663,0.666667,10.103448,23.206897,13.448276,11.965517,6.793103,2.37931,17.793103,0.62069
"3837",2008,1375,75.612903,0.476019,0.367021,0.712062,12.064516,24.903226,15.580645,13.903226,6.096774,3,17.032258,0.806452
"3838",2009,1375,69.15625,0.469172,0.375648,0.660112,12.125,25.3125,13.375,13.875,4.65625,5.3125,17.28125,0.59375
"3839",2010,1375,65.733333,0.411098,0.339326,0.7088,12.6,23.666667,11.633333,14.366667,5.633333,3.566667,18.766667,0.5
"3840",2011,1375,69.153846,0.416389,0.327354,0.67,13.192308,22.653846,11.961538,14,6.807692,4.769231,18.076923,0.384615
"3841",2012,1375,66.464286,0.425354,0.340153,0.694017,15.071429,24.428571,11.214286,16.071429,4.928571,4.821429,17.357143,0.571429
"3842",2013,1375,68.035714,0.405088,0.325153,0.717949,13.035714,24.464286,10.214286,15.928571,7,4.821429,18.642857,0.571429
"3843",2014,1375,67.392857,0.394243,0.332834,0.695876,11.821429,24.678571,11.25,12.464286,4.785714,3.964286,20.357143,0.285714
"3844",2015,1375,68.419355,0.420897,0.328814,0.706629,10.580645,24.903226,10.580645,14.483871,4.548387,3.709677,17.741935,0.322581
"3845",2016,1375,68.290323,0.404894,0.319489,0.670058,11.645161,25.322581,10.419355,14.741935,6.677419,4.032258,20.387097,0.387097
"3846",2017,1375,70.9,0.425201,0.316514,0.663664,10.166667,23.5,12.666667,13.233333,7.466667,3.766667,20.533333,0.4
"3847",2003,1376,65.678571,0.421482,0.295688,0.682785,10.964286,21.535714,13.857143,13.321429,8.357143,3.285714,17.392857,0.428571
"3848",2004,1376,70.909091,0.435992,0.330383,0.673591,12.69697,23.636364,14.848485,13.212121,8.939394,5.242424,18,0.69697
"3849",2005,1376,68.321429,0.46522,0.328018,0.619522,12.321429,21.678571,13.321429,13.142857,7.75,4.321429,17.321429,0.535714
"3850",2006,1376,67.774194,0.463734,0.367816,0.680258,11.419355,20.548387,14.290323,12.290323,7.129032,4.354839,14.935484,0.53125
"3851",2007,1376,64.7,0.421527,0.342302,0.668103,10.866667,20.766667,11.233333,11.233333,4.566667,4.7,14.933333,0.466667
"3852",2008,1376,72.3125,0.440542,0.364162,0.68,11.4375,21.5625,13.15625,10.53125,7.6875,3.5625,15.6875,0.4375
"3853",2009,1376,78.733333,0.450777,0.374341,0.636081,13.3,22.566667,11.133333,13.433333,9.3,5,18.533333,0.7
"3854",2010,1376,71.83871,0.418154,0.32,0.649737,13.258065,21.516129,9.870968,12.322581,8.677419,6.064516,17.709677,0.483871
"3855",2011,1376,67.566667,0.394569,0.312689,0.662745,14.7,23.433333,10.9,13.4,6.933333,6.2,18.733333,0.466667
"3856",2012,1376,61.387097,0.402218,0.3264,0.700873,12.354839,18.935484,9.967742,12.709677,6.83871,4.870968,18.096774,0.322581
"3857",2013,1376,66.09375,0.41232,0.32107,0.688189,13.625,21.9375,12.25,15.34375,5.125,3.46875,20.03125,0.4375
"3858",2014,1376,68.323529,0.412844,0.377907,0.706021,13.764706,21.588235,12.235294,14.264706,6.294118,3.764706,22.676471,0.411765
"3859",2015,1376,64.625,0.40114,0.30102,0.738532,12.125,23.21875,13,12.78125,6.15625,3.875,19.3125,0.5
"3860",2016,1376,75.83871,0.427033,0.354662,0.687124,14.16129,26.612903,13.16129,13.83871,6.709677,4.225806,20.258065,0.741935
"3861",2017,1376,71.483871,0.410705,0.333874,0.691257,12.516129,23.483871,12.419355,13.419355,7.903226,3.677419,20.935484,0.677419
"3862",2009,1377,79.166667,0.473177,0.394464,0.729064,9.75,26.333333,18.25,14.25,5.75,5.5,15.833333,0.416667
"3863",2010,1377,75.962963,0.46179,0.355019,0.657817,9.074074,28,15.814815,15.148148,6.296296,5.037037,14.481481,0.666667
"3864",2011,1377,77.103448,0.440932,0.3344,0.678571,10.896552,26.965517,14.103448,12.448276,6.206897,2.965517,18.068966,0.482759
"3865",2012,1377,69.615385,0.444521,0.354839,0.714894,8.538462,24.192308,13.615385,13.269231,6.423077,3.384615,16.038462,0.307692
"3866",2013,1377,69.571429,0.443327,0.371154,0.777379,7.678571,23.035714,11.964286,11.964286,5.964286,2.535714,14.714286,0.285714
"3867",2014,1377,66.888889,0.428672,0.351812,0.757092,8.259259,23.185185,11.740741,12.555556,5.148148,3.703704,17.407407,0.333333
"3868",2015,1377,69,0.416435,0.357664,0.729819,11.387097,23.612903,11.451613,11.258065,5.612903,2.322581,18.580645,0.483871
"3869",2016,1377,75.933333,0.464149,0.364151,0.707273,8.833333,23.833333,15.133333,11.933333,6.5,3.466667,20.8,0.4
"3870",2017,1377,76.935484,0.440889,0.339934,0.700887,10.16129,26.677419,11.806452,11.774194,6.612903,3.258065,19.548387,0.645161
"3871",2003,1378,67.928571,0.428396,0.335968,0.637736,12.714286,25.25,15.607143,15.142857,8.535714,4.607143,18.535714,0.5
"3872",2004,1378,61.259259,0.428571,0.319481,0.653558,10.259259,23.851852,12.962963,15.333333,5.259259,5.296296,18,0.259259
"3873",2005,1378,67.793103,0.438882,0.356077,0.692901,11.241379,23.034483,12.965517,15.206897,7.137931,3.413793,20.310345,0.448276
"3874",2006,1378,59.862069,0.419795,0.336406,0.687023,11.310345,22.482759,11.689655,18.241379,5.724138,5.586207,18.586207,0.241379
"3875",2007,1378,65.666667,0.447455,0.324766,0.661581,11.333333,25,14.566667,16.866667,6.133333,5,17.4,0.4
"3876",2008,1378,68.774194,0.439296,0.329365,0.637602,12.870968,24.064516,15.096774,13.548387,5.387097,3.516129,17.741935,0.387097
"3877",2009,1378,59.032258,0.399398,0.297348,0.598276,12.419355,23,12.419355,12.548387,5.225806,2.709677,17.741935,0.290323
"3878",2010,1378,67.78125,0.441468,0.284165,0.682353,11.90625,23.84375,12.03125,12.65625,6.1875,3.59375,17.1875,0.625
"3879",2011,1378,61.939394,0.415789,0.303435,0.710123,12.272727,23.151515,12.333333,15.030303,4.909091,3.69697,19.151515,0.30303
"3880",2012,1378,58.8125,0.434615,0.310782,0.709738,10.375,23.3125,11.625,13.6875,5.5625,3.5625,15.375,0.59375
"3881",2013,1378,58.774194,0.388589,0.3125,0.694045,10.677419,21.967742,11.322581,10.903226,6.225806,3.354839,15.580645,0.387097
"3882",2014,1378,65.625,0.434355,0.257979,0.661823,11.0625,24,12.5625,12.84375,5.8125,3.6875,17.6875,0.375
"3883",2015,1378,61.129032,0.433133,0.308756,0.616412,10.580645,22.806452,11.129032,13.548387,5.709677,4.741935,18.967742,0.258065
"3884",2016,1378,63.181818,0.417927,0.286022,0.660131,12.515152,26,10.030303,14.69697,4.545455,5.333333,17.818182,0.242424
"3885",2017,1378,64.833333,0.425431,0.345924,0.656977,10.933333,24.166667,12.166667,16.3,6.1,3.833333,19.3,0.233333
"3886",2003,1379,66.862069,0.411335,0.284672,0.687045,12.931034,24.827586,13.137931,15.413793,6.344828,3.413793,18.965517,0.448276
"3887",2004,1379,63.925926,0.417116,0.30854,0.666667,11.888889,24.111111,12,14.481481,6.703704,2.555556,18.333333,0.444444
"3888",2005,1379,66.24,0.427492,0.344086,0.740187,10.2,22.32,11.12,13.88,6.84,1.4,18.32,0.32
"3889",2006,1379,58.607143,0.409157,0.300613,0.688119,11.035714,20.928571,10.571429,15.178571,5.571429,1.5,20.5,0.25
"3890",2007,1379,67.518519,0.42026,0.346154,0.659634,13.518519,24.444444,10.259259,14.444444,6.296296,2.888889,20.518519,0.592593
"3891",2008,1379,69.827586,0.439617,0.320809,0.706965,12.724138,23.862069,10.758621,12.965517,5.310345,2.655172,20.551724,0.517241
"3892",2009,1379,66.310345,0.430372,0.3125,0.721959,10.482759,22.827586,10.344828,10.034483,4.655172,1.827586,18.827586,0.413793
"3893",2010,1379,62.724138,0.406702,0.326781,0.720257,12.62069,23.896552,9.206897,12.034483,5,3.068966,18.655172,0.551724
"3894",2011,1379,72.862069,0.451235,0.354916,0.727931,13.172414,24.37931,11.275862,12,5.413793,3.551724,19.586207,0.655172
"3895",2012,1379,70.741935,0.409471,0.355019,0.736842,13.709677,22.451613,10.741935,10.806452,5.870968,2.935484,19.193548,0.741935
"3896",2013,1379,72.0625,0.476959,0.381651,0.686335,12.28125,22.875,14.28125,14.9375,8.96875,2.71875,19.84375,0.71875
"3897",2014,1379,70.677419,0.453576,0.343158,0.700361,12.612903,22.870968,13.387097,13.451613,7.709677,1.967742,21.032258,0.806452
"3898",2015,1379,58.888889,0.425898,0.327519,0.620614,8.444444,20.703704,11.962963,14,6,2.074074,15.555556,0.259259
"3899",2016,1379,63.777778,0.406926,0.358631,0.706,7.814815,23.592593,11.925926,13.37037,5.296296,2.185185,18.851852,0.259259
"3900",2017,1379,61.758621,0.392703,0.296,0.710359,8.103448,25.344828,11.965517,12.275862,4.689655,1.931034,16.827586,0.241379
"3901",2003,1380,67.222222,0.409308,0.289206,0.627083,14.222222,23.851852,13.074074,15.592593,6.703704,4.185185,18.555556,0.259259
"3902",2004,1380,69.62963,0.439163,0.304136,0.624365,13.481481,21.074074,11.740741,16.518519,9.111111,3.740741,20.555556,0.407407
"3903",2005,1380,63.962963,0.406856,0.275556,0.635359,13,24.037037,12.851852,17.666667,7.62963,3.222222,19.037037,0.444444
"3904",2006,1380,65.774194,0.440922,0.318807,0.647986,13.096774,25.709677,12.354839,17.580645,7.580645,3.806452,17.870968,0.612903
"3905",2007,1380,59.322581,0.388923,0.325581,0.644262,12.096774,22.516129,9.580645,18.483871,8.032258,3.580645,18.451613,0.322581
"3906",2008,1380,61.321429,0.395589,0.350649,0.671617,10.107143,24.25,9.642857,15.285714,7.071429,3.107143,16.571429,0.357143
"3907",2009,1380,62.965517,0.407243,0.324786,0.656616,12.896552,23.896552,10.413793,17.206897,5.413793,2.37931,16.724138,0.275862
"3908",2010,1380,59.241379,0.38476,0.27163,0.597956,10.689655,23.275862,11.896552,16.275862,5.724138,3.827586,16.62069,0.172414
"3909",2011,1380,55.962963,0.380986,0.2949,0.605317,10.259259,22.185185,11.259259,16.62963,5.407407,3.222222,17.222222,0.111111
"3910",2012,1380,59.75,0.406969,0.316785,0.685767,7.857143,24.642857,10.535714,13.964286,5.535714,3.392857,19.214286,0.5
"3911",2013,1380,66.586207,0.428292,0.363636,0.687702,8.827586,25.724138,10.758621,11,7.034483,4,17.482759,0.689655
"3912",2014,1380,68.241379,0.440025,0.345528,0.621835,11.275862,26.448276,12.275862,14,5.551724,4.965517,22.034483,0.551724
"3913",2015,1380,62.53125,0.411253,0.305804,0.638968,11.5625,24.1875,9.75,13.34375,6.78125,4,20.5625,0.46875
"3914",2016,1380,71.225806,0.435998,0.344697,0.67341,10.16129,25.258065,10.322581,11.322581,7.354839,3.322581,19.741935,0.612903
"3915",2017,1380,70.633333,0.433038,0.320261,0.696133,12.3,25.533333,11.233333,13.866667,5.3,3.7,19.466667,0.433333
"3916",2003,1381,66.884615,0.464853,0.382075,0.716942,8.461538,21,13.153846,15,7.423077,3,20.384615,0.346154
"3917",2004,1381,63.653846,0.476307,0.423684,0.666667,7.423077,20,11.576923,15.615385,7.653846,2.115385,18.384615,0.307692
"3918",2005,1381,68.884615,0.448489,0.409274,0.640909,10.115385,20,15.730769,13.884615,9.230769,2,18.730769,0.423077
"3919",2006,1381,68.034483,0.472355,0.429961,0.714563,6.758621,21.793103,15.344828,14.586207,6.275862,2.206897,18.793103,0.310345
"3920",2007,1381,66.928571,0.474553,0.366822,0.679435,9.928571,20.428571,12.928571,13.964286,5.285714,3.285714,17.535714,0.5
"3921",2008,1381,68.758621,0.466667,0.321739,0.698987,11,21.655172,15.448276,16.344828,6.551724,1.896552,20.241379,0.37931
"3922",2009,1381,64.37931,0.460442,0.378917,0.799277,8.896552,21,13.482759,14.689655,5.827586,0.896552,18.827586,0.344828
"3923",2010,1381,61.888889,0.426909,0.342262,0.718045,9.888889,24.074074,10.777778,18.37037,5.62963,3.666667,20.444444,0.185185
"3924",2011,1381,69.285714,0.470467,0.35249,0.705015,11.25,22.285714,14.107143,15.857143,5.321429,4.321429,21.75,0.357143
"3925",2012,1381,65.517241,0.471257,0.304183,0.738739,9.517241,22.103448,14.344828,13.551724,5.275862,2.310345,20.551724,0.413793
"3926",2013,1381,65.62069,0.398665,0.321962,0.722772,12,25.068966,11.965517,15.310345,4.862069,5,23.551724,0.310345
"3927",2014,1381,58.035714,0.402003,0.326425,0.681818,7.928571,20.321429,10.75,13.892857,4.178571,3.214286,23.285714,0.035714
"3928",2015,1381,68.535714,0.452753,0.396552,0.666667,7.25,23.928571,11.857143,13.75,4.821429,3.714286,22.428571,0.321429
"3929",2016,1381,69.107143,0.430307,0.363636,0.709386,8.321429,21.678571,11.642857,13.142857,5.5,2.678571,20.964286,0.142857
"3930",2017,1381,75.806452,0.402882,0.363281,0.741083,11.419355,24.290323,11.451613,13.580645,5.516129,3.290323,24.483871,0.129032
"3931",2003,1382,79.481481,0.424704,0.371742,0.759259,12.851852,21.62963,15.444444,12.407407,8.148148,2.333333,19.962963,0.481481
"3932",2004,1382,68,0.392754,0.320809,0.714932,12.357143,20.464286,12.607143,13.142857,7.571429,1.928571,19.357143,0.25
"3933",2005,1382,61.357143,0.390351,0.304802,0.653307,12.142857,20.357143,12.25,15.214286,5.714286,1.535714,19.25,0.071429
"3934",2006,1382,68.111111,0.427867,0.264069,0.626667,13.777778,22.666667,13.481481,13.518519,5.703704,2.740741,16.518519,0.296296
"3935",2007,1382,67.482759,0.412091,0.336268,0.667702,12.103448,21.413793,12.862069,14.965517,5.241379,3.068966,17.724138,0.241379
"3936",2008,1382,66.4,0.420532,0.341544,0.751773,10.533333,22.533333,13,14.266667,5.066667,2.133333,17.833333,0.266667
"3937",2009,1382,70.1,0.452311,0.315421,0.667722,12.1,26.633333,14.733333,17.033333,6.366667,4.733333,21,0.5
"3938",2010,1382,69.9,0.460849,0.341357,0.659504,11.333333,24.433333,14.566667,14.566667,5.666667,3.866667,19.433333,0.466667
"3939",2011,1382,70.066667,0.456673,0.356223,0.701854,10.966667,25.1,12.966667,14.766667,4.966667,3.433333,17.966667,0.533333
"3940",2012,1382,70.8,0.460418,0.341772,0.755952,11.266667,24.2,13.766667,14.2,5.766667,4.066667,18.533333,0.645161
"3941",2013,1382,72.724138,0.448385,0.374558,0.763492,10.586207,21.827586,14.310345,13.551724,6.482759,2.896552,19.655172,0.482759
"3942",2014,1382,73.363636,0.455077,0.326316,0.715762,12.666667,22.606061,13.424242,12.818182,6.969697,4.212121,20.242424,0.545455
"3943",2015,1382,67.258065,0.425421,0.314115,0.705972,12.387097,24.806452,12.354839,12.387097,6.645161,4.806452,17.258065,0.580645
"3944",2016,1382,77.8,0.445578,0.376524,0.772114,11,24.633333,13.6,11.5,5.9,4.266667,19.566667,0.733333
"3945",2017,1382,76.84375,0.442597,0.348354,0.768647,11.53125,24.5,13.21875,12.53125,7.1875,4.3125,20.96875,0.625
"3946",2003,1383,76.033333,0.459602,0.3568,0.693182,12.166667,21.6,15.533333,17.7,8.966667,3.833333,22.1,0.466667
"3947",2004,1383,71.321429,0.427007,0.358333,0.664683,10.964286,24.071429,13.464286,15.285714,8.607143,4.107143,21.321429,0.535714
"3948",2005,1383,70.035714,0.446521,0.37138,0.635231,9.5,21.178571,13.964286,14.964286,8.321429,4.071429,20.142857,0.464286
"3949",2006,1383,63.740741,0.411059,0.343137,0.658228,11.666667,22.814815,11.777778,15.222222,7.703704,3.592593,21.074074,0.37037
"3950",2007,1383,63.064516,0.412104,0.290909,0.620312,14.774194,22.129032,10.419355,17.83871,7.322581,2.516129,20.354839,0.290323
"3951",2008,1383,67.344828,0.409931,0.308231,0.635231,13.551724,23.103448,12.62069,16.310345,7.448276,1.931034,18.482759,0.241379
"3952",2009,1383,65.666667,0.415337,0.363762,0.644161,10.233333,22.4,12.533333,15.833333,5.866667,4.266667,20.9,0.333333
"3953",2010,1383,60.448276,0.4,0.311987,0.614695,11.172414,21.37931,11.862069,15.482759,8,3,18.793103,0.37931
"3954",2011,1383,66.733333,0.399407,0.31055,0.662222,12.1,20.866667,11.633333,13.3,7.8,2.4,21.366667,0.5
"3955",2012,1383,69.466667,0.431454,0.355655,0.662712,11.466667,24.7,13.066667,16.2,6.833333,2.433333,21.433333,0.5
"3956",2013,1383,70.266667,0.426495,0.328025,0.665487,12.9,22.233333,12.9,12.333333,6.533333,2.3,18.866667,0.4
"3957",2014,1383,68.516129,0.428815,0.314721,0.681388,11.903226,25.032258,12.129032,13.096774,5.645161,5.387097,19.935484,0.548387
"3958",2015,1383,68.30303,0.414439,0.291326,0.679587,14.848485,23.909091,12.060606,13.151515,6.606061,5,18.090909,0.666667
"3959",2016,1383,64.580645,0.393746,0.303235,0.668269,12.064516,24.741935,11.387097,13.677419,5.806452,4.935484,18.612903,0.451613
"3960",2017,1383,61.733333,0.350527,0.281984,0.648084,11.966667,21.9,9.3,12.066667,6.633333,2.8,21.766667,0.1
"3961",2003,1384,68.285714,0.435144,0.359081,0.678636,10,22.214286,13.464286,15.535714,7.5,2.321429,17.714286,0.5
"3962",2004,1384,66.892857,0.438926,0.369898,0.731707,11.142857,20.25,11.642857,13.75,6.5,2.035714,15.821429,0.464286
"3963",2005,1384,69.518519,0.474341,0.402985,0.733615,10.148148,20.444444,16.185185,14.481481,6.222222,2.259259,16.518519,0.518519
"3964",2006,1384,59.444444,0.397374,0.33737,0.666667,10.148148,20.407407,12.703704,14.518519,5.259259,3.037037,16.37037,0.111111
"3965",2007,1384,66.071429,0.428771,0.362725,0.721768,11.321429,21.892857,12.785714,16.75,5.071429,2.892857,18.571429,0.25
"3966",2008,1384,63.25,0.40382,0.335185,0.723708,11.178571,21.035714,11.321429,15.142857,5.321429,2.357143,17.392857,0.178571
"3967",2009,1384,61.068966,0.426207,0.324903,0.73161,9.62069,21.413793,13.482759,15.965517,6.103448,1.931034,19.517241,0.206897
"3968",2010,1384,62.5,0.415627,0.368421,0.731532,9.966667,20.766667,12.866667,15.866667,5.8,2.533333,20.1,0.366667
"3969",2011,1384,65.233333,0.43073,0.332681,0.727431,9.7,21.966667,13.4,15.433333,5.6,3.066667,21.5,0.3
"3970",2012,1384,60.793103,0.458509,0.336658,0.653226,8.448276,19.62069,12.517241,15.758621,6.482759,2.758621,17.344828,0.206897
"3971",2013,1384,62.206897,0.414538,0.348485,0.686722,9.206897,20.517241,12.551724,14.448276,5.551724,2.137931,18.517241,0.172414
"3972",2014,1384,61.806452,0.409339,0.319767,0.641929,9.032258,21.096774,11.645161,10.741935,5.677419,2.741935,15.516129,0.322581
"3973",2015,1384,63.166667,0.433159,0.333866,0.674074,8.233333,22.233333,11.6,12.566667,6.7,2.4,15.866667,0.5
"3974",2016,1384,69.206897,0.419176,0.358131,0.696486,11.310345,24.551724,11.655172,12.482759,4.37931,3.034483,17.034483,0.413793
"3975",2017,1384,74.225806,0.458333,0.376997,0.701786,10.741935,25.612903,13,15.096774,6.677419,3.903226,16.354839,0.483871
"3976",2003,1385,71.37931,0.405583,0.31758,0.664557,16.793103,21.034483,11.827586,12.896552,9.655172,4.413793,19.862069,0.551724
"3977",2004,1385,61.962963,0.396766,0.314961,0.641204,14.851852,22,10.740741,15.333333,8.037037,4.333333,17.888889,0.222222
"3978",2005,1385,64.37037,0.430279,0.312849,0.670732,13.555556,22.296296,12.296296,16.37037,8.222222,4.111111,19.185185,0.333333
"3979",2006,1385,59.962963,0.413745,0.266476,0.656546,13.740741,24.37037,13.037037,16.148148,7.037037,3.925926,19.37037,0.444444
"3980",2007,1385,63.83871,0.409201,0.342357,0.722807,10.903226,23.096774,13.516129,14.193548,5.645161,3.548387,17.129032,0.516129
"3981",2008,1385,62.133333,0.409231,0.332627,0.662566,11.633333,22.8,11.7,15.3,6.466667,3.133333,19.566667,0.366667
"3982",2009,1385,65.848485,0.425429,0.302428,0.650289,13.757576,22.909091,11.909091,14.575758,7.30303,3.484848,17.939394,0.484848
"3983",2010,1385,67.1875,0.424665,0.32965,0.65042,13,24,12.84375,12.53125,6.71875,3.71875,18.4375,0.53125
"3984",2011,1385,70.0625,0.45481,0.330097,0.710938,10.90625,21.84375,12.75,12.4375,8,2.8125,18.875,0.65625
"3985",2012,1385,66.53125,0.419856,0.281996,0.680224,12.5,21.78125,10.78125,13.21875,7.96875,3.71875,16.65625,0.40625
"3986",2013,1385,65.322581,0.416086,0.274463,0.640429,11.741935,24.83871,12.290323,11.451613,6.612903,7.419355,16.483871,0.516129
"3987",2014,1385,72.65625,0.448128,0.341801,0.698745,11.25,25.4375,13.0625,10.84375,6.8125,7.59375,18.84375,0.625
"3988",2015,1385,70.483871,0.439977,0.350649,0.690625,10,24.967742,12.354839,10.612903,7.483871,6.580645,17.548387,0.645161
"3989",2016,1385,66.903226,0.399779,0.319739,0.631732,10.870968,24.903226,12.806452,15.290323,6.290323,5.580645,21.419355,0.225806
"3990",2017,1385,76.787879,0.433,0.364351,0.723757,10.212121,24.212121,13.515152,13.121212,6.787879,5.969697,20.848485,0.424242
"3991",2003,1386,70.62069,0.445501,0.367508,0.682805,11.172414,24.137931,14,12.931034,7.206897,5.551724,18.758621,0.793103
"3992",2004,1386,77.785714,0.478616,0.406855,0.702752,9.678571,23.25,16.535714,11.714286,9.142857,3.571429,17.035714,0.964286
"3993",2005,1386,64.433333,0.432577,0.375,0.64172,11.066667,23.4,14.533333,14.066667,5.566667,5.1,17.166667,0.633333
"3994",2006,1386,65.677419,0.430142,0.361842,0.792822,9.354839,22.870968,13.612903,12.806452,5.548387,4,18.741935,0.580645
